"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XIBI5WR5","bookSection","2026","Nguyen, Giang T.; Höschele, Thomas; Itting, Sebastian A.W.; Kangavar Nazari, Hosein; Senk, Stefan; Scheinert, Tobias; Liu, How-Hang; Ulbricht, Marian; Mudriievskyi, Stanislav; Zhang, Jiajing; Sridharan, Shreeja; Krzywinski, Jens; Pötter, Max A.; Fitzek, Frank H.P.; Güleçyüz, Başak; Steinbach, Eckehard","Network of networks for the Tactile Internet","Humans, Robots and Virtual Worlds in the Tactile Internet","978-0-443-30044-8","","10.1016/B978-0-44-330044-8.00023-3","","This chapter delves into the architecture and interconnection of networked systems in the Tactile Internet, emphasising their crucial role in supporting human-machine interactions. It goes beyond conventional network areas (LAN/MAN/WAN) and expands into non-terrestrial networks. The chapter focuses on two critical aspects: (i) service differentiation, which involves network slicing to support multiple sensory modalities and (ii) determinism, achieved through time-sensitive networks for safety-critical applications. Wireless connections enabled by qualified technologies, such as 5G, lay the foundation. By exploring these aspects, the chapter showcases how the Tactile Internet network of networks is designed to provide low-latency, reliable, and differentiated services to enable seamless human-machine interactions. © 2026 Elsevier Inc. All rights reserved.","2026","2026-07-08 11:06:49","2026-07-08 11:06:49","","167-186","","","","","","","","","","","Elsevier","","English","","","","","Scopus","","","","","","","5G/6G campus networks; DECT NR+; non-terrestrial networks; time-sensitive networks","Fitzek, Frank H.P.; Li, Shu-Chen; Speidel, Stefanie; Strufe, Thorsten; Mahmoodi, Toktam; Reisslein, Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6IZIJ7I","conferencePaper","2025","Führling, Niclas; Sandoval, Ivan Alexander Morales; De Abreu, Giuseppe Thadeu Freitas","A Robust Routing Protocol for 5G Mesh Networks","IEEE Workshop Signal Process. Adv. Wireless Commun. SPAWC","978-1-6654-7776-5","","10.1109/SPAWC66079.2025.11143415","","We consider a novel routing protocol suitable for ad-hoc networks with dynamically changing topologies, such as DECT 2020 NR (NR+) systems, which often lead to missing links between the nodes and thus, incomplete or inefficient routes. A key point of the proposed protocol is the combination of network discovery and matrix completion techniques, which allow the nodes to establish communication paths efficiently and reliably. Additionally, multihop localization is performed to estimate the location of the nodes without needing to broadcast each node's geographical position, thus preserving privacy during the routing process and enabling nodes in the network to independently find potentially missing paths in a decentralized manner instead of flooding the whole network. Simulation results illustrate the good performance of the proposed technique in terms of the average number of hops of the obtained routes in different scenarios, with different network densities and amounts of incompleteness.  © 2025 IEEE.","2025","2026-07-08 11:12:30","2026-07-08 11:12:30","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","","","Scopus","","Journal Abbreviation: IEEE Workshop Signal Process. Adv. Wireless Commun. SPAWC","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/83BP62XR/105016906089.html","","","DECT-2020 NR; Matrix Completion; Multihop Localization; Network Routing; Privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Workshop on Signal Processing Advances in Wireless Communications, SPAWC","","","","","","","","","","","","","","",""
"7T4A7K98","conferencePaper","2024","Montalvo, Luis; Túquerres, Gloria; Bernal, Iván","DECT Evolution towards Meeting the Requirements for IMT-2020 in the Residential Environment","Proc. LACCEI int. multi-conf. eng. educ. technol.","978-628-95207-8-1","","10.18687/LACCEI2024.1.1.695","","Energy efficiency and spectrum efficiency have been identified by “IMT for 2020 and beyond” (International Mobile Telecommunications) as two of the current wireless network capabilities that need substantial enhancement to satisfy the exponential growth of IoT and high data rate applications.“Digital Enhanced Cordless Telecommunications” (DECT) is the leading standard around the world for cordless telecommunications and it has the great advantage to operate on a “designated” license-free RF band (1880/1900 MHz in Europe).However, the original DECT has very low energy efficiency and very low spectral efficiency, and therefore, DECT is neither suitable for ultra-low energy applications nor for high data rate multimedia streaming applications.The “European Telecommunications Standards Institute” Technical Committee DECT (ETSI TC DECT) is working on these two aspects, and it has proposed a new set of “Technical Specifications” that enables DECT to support both ultra-low energy (DECT-ULE) and high data rate (DECT-2020 New Radio) application domains.In this paper, we introduce an energy consumption model for the DECT “Portable Part” (PP) that lets us analyze in detail the operation of a PP in the “standby mode”.The model lets us show that the simple reduction on the requirement of how often the PP must monitor the “paging” beacon enables DECT for ultra-low energy applications.We then show that the use of the state-of-the-art multi-carrier “Orthogonal Frequency Division Multiplexing” (OFDM) modulation, and the spatial multiplexing “Multiple Input Multiple Output” (MIMO) antenna technique, enables DECT for high data rate multimedia streaming applications. © 2024 Latin American and Caribbean Consortium of Engineering Institutions. All rights reserved.","2024","2026-07-08 11:17:48","2026-07-08 11:17:48","","","","","","","","","","","","","Latin American and Caribbean Consortium of Engineering Institutions","","English","","","","","Scopus","","Journal Abbreviation: Proc. LACCEI int. multi-conf. eng. educ. technol.","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/HMCSKD2H/Montalvo et al. - 2024 - DECT Evolution towards Meeting the Requirements for IMT-2020 in the Residential Environment.pdf","","","IMT-2020; DECT-2020 New Radio; 3GPP LTE; DECT-ULE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","","","","","","","","","","","","","",""
"Z4DXINSP","journalArticle","2025","Hernández Jauregui, Iker","Scalability and performance evaluation of DECT NR+ for IOT connectivity","","","","","https://addi.ehu.es/handle/10810/73264","","2025","2026-07-08 12:44:16","2026-07-08 12:44:16","2026-07-08 12:44:00","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5WE3D3D","preprint","2026","Fedrecheski, Geovane; Gao, Yinghao; Maksimovic, Filip; Abadie, Alexandre; Vučinić, Mališa; Chang, Tengfei; Watteyne, Thomas","Mari: Responsive Wireless Communication for Low-Power Large-Scale Robot Swarms","","","","10.2139/ssrn.6571600","https://papers.ssrn.com/abstract=6571600","Connecting large swarms of low-power micro-robots remains an open challenge: existing communication systems either lack the scalability to connect hundreds of units, or fail to deliver the low latency required for responsive control. For example, while Wi-Fi and BLE are commonly used in swarm robotics, scaling beyond 50 robots remains challenging. We introduce the Micro-robot Access Radio Infrastructure (Mari), a new link layer and architecture that aims to connect thousands of robots. Our TSCH-based link layer runs on commodity BLE radios, providing responsive control of up to 102 nodes using a single gateway. To scale beyond a single gateway, Mari supports multiple non-coordinated gateways with fast node-controlled handovers. We further provide a lightweight infrastructure for real-time remote control and monitoring. We implement Mari on the popular nRF52840 and nRF5340 platforms, and extensively evaluate it in large-scale testbeds. In experiments with 100 nodes connected to a single gateway, Mari achieves a packet delivery ratio above 97%, round-trip latency of 269 ms, and full association time of 3.5 s under a join storm. When moving 100 nodes together between two gateways, we obtain an average handover duration of only 0.34 s. A single node handover time can take less than 50 ms. In a setup with 200 nodes and two gateways, we measure round-trip latency of 274 ms and a packet delivery ratio above 93%. We integrate Mari with the DotBot testbed in an experimental deployment of several hundred robots, enabling remote firmware update of 600 robots in less than 4 min. We contribute Mari as an open-source platform, including firmware, libraries, and performance monitoring tools, enabling researchers to connect swarm systems from a handful of units up to hundreds.","2026-04-13","2026-07-08 13:09:12","2026-07-08 13:09:12","2026-07-08 13:09:12","","","","","","","Mari","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/T63IF4YL/Fedrecheski et al. - 2026 - Mari Responsive Wireless Communication for Low-Power Large-Scale Robot Swarms.pdf","","","BLE; networking; swarm robotics; Testbeds; TSCH","","","","","","","","","","","","","","","","","","","6571600","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HD33JQH","journalArticle","2022","Atiq, Mahin K.; Muzaffar, Raheeb; Seijo, Óscar; Val, Iñaki; Bernhard, Hans-Peter","When IEEE 802.11 and 5G Meet Time-Sensitive Networking","IEEE Open Journal of the Industrial Electronics Society","","2644-1284","10.1109/OJIES.2021.3135524","https://ieeexplore.ieee.org/document/9652097/","Many emerging applications require a higher level of flexibility, modularity, and efficiency but are dependent on advancements in communication infrastructure and distributed computing. Time-sensitive networking (TSN) standards aim at providing vendor agnostic, reliable, and deterministic communications over the Ethernet, but lack in flexibility and modularity provisions. In this context wireless communication systems are preferred given the obvious benefits in terms of increased flexibility, reduced deployment & maintenance costs, and inherent mobility support. However, the stochastic nature of the wireless medium poses several challenges in achieving these benefits. In this paper we comprehensively analyze the recent standardization efforts and developments in IEEE 802.11 and 5G to enable low-latency, deterministic communications and present the current status of their integration with wired TSN. Then, we present a set of use cases that may be enabled by wireless TSN including industrial automation, automotive, or audiovisual applications.","2022","2026-07-08 13:09:29","2026-07-08 13:09:29","2026-07-08 13:09:29","14-36","","","3","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/AXFYS4U8/Atiq et al. - 2022 - When IEEE 802.11 and 5G Meet Time-Sensitive Networking.pdf","","","5G; 5G mobile communication; Protocols; Reliability; Standards; Wireless communication; Wireless sensor networks; Wireless fidelity; IEEE 802.11; IEEE 802.11 Standard; deterministic; Real time; reliable; Sensitivity analysis; time sensitive networking; TSN; Wi-Fi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PTD58HR","journalArticle","2026","Baheti, Prashant Kumar; Khunteta, Ajay","Priority-aware Radio Resource Scheduling for mMTC in 5G Networks -- Balancing Efficiency and Fairness, Journal of Telecommunications and Information Technology, 2026, nr 1","Journal of Telecommunications and Information Technology","","","","https://bc.itl.waw.pl/dlibra/publication/2747/edition/2426","kwartalnik","2026","2026-07-08 13:14:21","2026-07-08 13:14:21","2026-07-08 13:14:21","","","","","","","","","","","","National Institute of Telecommunications","","ang","Biblioteka Naukowa Instytutu Łączności","","","","dLibra","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/4ZF3M6ET/Baheti and Khunteta - 2026 - Priority-aware Radio Resource Scheduling for mMTC in 5G Networks -- Balancing Efficiency and Fairnes.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/4ISN2VVH/2426.html","","","quality of service; 5G networks; fairness; efficiency; priority-aware scheduling; radio resource scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5NWDNXY","journalArticle","","Khalili, Mohammad; Perera, Amila; Häkkinen, Juha; Katz, Marcos; Mikhaylov, Konstantin","Bridging Light and Radio: Hybrid Network Architectures for IoT in the 6G Era","TechRxiv","","","10.36227/techrxiv.176462964.43051246/v1","https://www.techrxiv.org/doi/full/10.36227/techrxiv.176462964.43051246/v1","The massive scale and dense deployments of future Internet of Things (IoT), particularly within the 6G framework, expose the critical limitations of traditional Radio Frequency (RF) systems, namely spectral congestion, interference, and security vulnerabilities. Optical Wireless Communication (OWC) offers a compelling complement, providing vast, unlicensed spectrum, immunity to RF interference, and enhanced physical-layer security. However, OWC's susceptibility to blockages and limited mobility hinders its standalone deployment, as it cannot, on its own, meet the stringent connectivity and mobility requirements of many IoT applications. This article explores the convergence of optical and radio networks and proposes a flexible, adaptable, and resilient connectivity framework tailored for modern IoT ecosystems. We present a holistic system architecture that integrates single-mode RF, single-mode OWC, and unified hybrid Access Points (APs) to efficiently manage the diverse and often conflicting objectives of various IoT applications. While these hybrid RF/OWC APs offer significant advantages in cost, efficiency, and coordinated management, they also introduce a primary deployment challenge: the inherent coverage mismatch between the two technologies. To precisely address this critical issue, we demonstrate a practical solution supported by a coverage equivalence analysis to validate the proposed framework. This analysis quantifies the required OWC transmitter density to match a given RF range, offering tangible guidance for system planning.","","2026-07-08 13:16:04","2026-07-08 13:16:04","2026-07-08 13:16:04","","","1201","2025","","","Bridging Light and Radio","","","","","TechRxiv","","","","","","","techrxiv.org (Atypon)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/RBCWNIZD/Khalili et al. - Bridging Light and Radio Hybrid Network Architectures for IoT in the 6G Era.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPHN6WT","book","2021","Anttonen, Antti; Karhula, Pekka; Lasanen, Mika; Majanen, Mikko","Enabling Massive Machine Type Communications with DECT-2020 Standard: A System-Level Performance Study","","","","","","The goal of this research report is to objectively evaluate the performance of emerging DECT-2020 standard. The DECT-2020 standard from European Telecommunications Standards Institute (ETSI) is a candidate technology for International Mobile Telecommunications 2020 (IMT-2020) wireless technology. The target use scenario involves the massive machine type communications (mMTC) in an urban macro wireless channel environment. The International Telecommunication Union (ITU) sets the requirements for any IMT-compliant mMTC technology. Essentially, the supported device connection density must be at least 1 million devices per km2 while the packet outage rate and packet delay must be at most 1 % and 10 s, respectively. The used simulation environment is developed using the well-recognized Network Simulator 3 (NS-3) software in order to estimate the packet outage rate constrained by the packet delay and network density. The comprehensive system simulator can handle both the device association phase as well as the application data transmission phase according to the DECT-2020 standard specifications. A distinctive system parameter of interest is the proportion of routing devices out of all source devices in the mesh network. It is concluded that, for the given evaluation framework, the DECT-2020 is able to fulfil the aforementioned ITU requirements and it appears, therefore, a potential candidate for the IMT-2020-enabled mMTC digital services. During the project, VTT’s results also contributed to the ETSI evaluation group work and were used in corresponding interim evaluation report submitted to ITU-R by ETSI. The views and results of this report are those of authors.","2021","2026-07-08 13:23:46","2026-07-08 13:23:46","","","","","","","","Enabling Massive Machine Type Communications with DECT-2020 Standard","VTT Research Report","","","","VTT Technical Research Centre of Finland","","","","","","","VTT's Research Information Portal","","","<p>VTT-R-00367-21 (lisätty tiedosto Antti Anttosen pyynnöstä),128181/SySimD2020</p>","","","","DECT-2020; ITU requirements; massive machine type communications; packet outage rate; system simulations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BX49RDK","webpage","2024","Jahangir, Muhammad Ahtasham Bin","Analysis of the performance of DECT NR+ radio access technology for the connectivity of unmanned aerial vehicles (UAVs)","","","","","https://oulurepo.oulu.fi/handle/10024/51118","","2024-07-01","2026-07-08 13:24:49","2026-07-08 13:24:49","2026-07-08 13:24:49","","","","","","","","","","","","M. A. B Jahangir","","eng","","","","","","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/YSMX5GMW/Jahangir - 2024 - Analysis of the performance of DECT NR+ radio access technology for the connectivity of unmanned aer.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J83FIVKM","preprint","2026","Dang, Yongchao; Quang, Ngo; Kalle, Ruttik; Requena, Jose Costa; Jäntt, Rikui","Uni-RAT: A Unified DECT-2020 NR and Wi-Fi System for 6G Multi-RAT Networks","","","","10.2139/ssrn.6459430","https://papers.ssrn.com/abstract=6459430","Future 6G networks aim to deliver seamless, secure, and low-latency connectivity across heterogeneous radio access technologies (RATs) such as 5G New Radio (NR), Wi-Fi, and DECT-2020 NR to support emerging applications including extended reality (XR) and the Industrial Internet of Things (IIoT). However, current Multi-RATs systems are operated and managed in isolation, which hinders users and devices from seamlessly leveraging heterogeneous connectivity in a unified and efficient manner. To address this fragmentation, 3GPP has introduced interworking functions such as the N3IWF for untrusted and the TNGF for trusted non-3GPP access, enabling IP-session continuity when users move across heterogeneous networks. Nevertheless, these mechanisms rely on mandatory IPsec, which requires each RAT to maintain a separate secure tunnel to the core network and prevents intra-cell device-to-device (D2D) communication, thereby introducing significant encryption latency, increasing data-plane load, and complicating network management. To overcome these limitations, we propose Uni-RAT, a unified Multi-RATs framework in which DECT-2020 NR operates as the Master-RAT, anchoring 3GPP control-plane security via 5G-AKA and NAS, while Wi-Fi functions as a Secondary-RAT for data-plane data delivery. Uni-RAT employs lightweight Layer-3 WireGuard tunnels to secure both D2D and multi-hop communication, significantly reducing the latency and computational overhead of IPsec-based interworking mechanisms used by N3IWF and TNGF. In addition, a customized SMS-over-NAS signaling mechanism is introduced to distribute WireGuard configuration and keying material, enabling unified authentication and efficient Multi-RATs security management. We implement a full prototype using Nordic nRF9161 DECT-2020 NR devices, Raspberry Pi Wi-Fi nodes, and a Cumucore 5G core, with security-critical functions protected inside Arm TrustZone. Experimental results indicate that Uni-RAT supports Multi-RATs communication with high throughput and low packet loss in intra-cell D2D scenarios, maintains bounded latency and jitter under relay-assisted and inter-cell configurations, and achieves stable UE registration latency below 100 ms with up to 100 concurrent devices under background traffic, demonstrating its practical feasibility and scalability and positioning Uni-RAT as an early architectural blueprint for 6G Multi-RATs networks.","2026-03-23","2026-07-08 13:27:29","2026-07-08 13:27:29","2026-07-08 13:27:29","","","","","","","Uni-RAT","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/4EWB29NA/Dang et al. - 2026 - Uni-RAT A Unified DECT-2020 NR and Wi-Fi System for 6G Multi-RAT Networks.pdf","","","DECT-2020 NR; Wi-Fi; 6G.; Device-to-Device (D2D); Multi-RATs; SMS-over-NAS","","","","","","","","","","","","","","","","","","","6459430","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NC42GY7","journalArticle","2024","Fagerholm, Roni","FPGA-based DECT-2020 New Radio packet detection","","","","","https://aaltodoc.aalto.fi/handle/123456789/131768","A rapid increase in number and diverse applications of connected devices has forced digital wireless protocols to specialize further for specific purposes. One of such applications is the previously unanswered market for reliable wireless low-latency communication in private self-sustained networks. As a revision of an older standard, DECT-2020 New Radio aims to provide a solution for this market. To research different physical layer properties of DECT in real-world environments, a software-defined radio (SDR) framework would be required. Since such design already existing for IEEE 802.11, a well-utilized open-source project openwifi, an analogous solution for DECT could be realized. The goal of this thesis was to provide an implementation for the first part of this SDR framework. The main contribution of this thesis is an FPGA-based packet detector for DECT. Written in Verilog-2001 for an AMD Zynq system-on-chip, the implemented design manages Synchronization Training Field preamble detection and timing synchronization with hardware efficient autocorrelation approach. The proposed design was evaluated using a simulation environment that integrated MATLAB and the Icarus Verilog simulation tool. Both real-world and generated data were utilized during the simulation. Compared to a cross-correlation based detection, the implementation utilizes only two complex-valued multiplications at the expense of a higher signal-to-noise (SNR) ratio requirement. In comparison to a reference autocorrelation-based detection, the implementation requires at least 2.6 dB higher SNR depending on the utilized configuration, yet it does not suffer from co-channel interference and includes a simpler signal power estimator. The resource utilization of the proposed design is comparable to that of openwifi despite differences in communication protocols. Finally, different power scaling factors were simulated to analyze the implementation’s performance. The thesis thus provides an initial foundation to a hardware-based SDR for DECT-2020 NR.","2024-09-30","2026-07-08 13:27:35","2026-07-08 13:27:35","2026-07-08 13:27:35","","","","","","","","","","","","","","en","","","","","aaltodoc.aalto.fi","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/VAUTRWTF/Fagerholm - 2024 - FPGA-based DECT-2020 New Radio packet detection.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHHJAHFQ","webpage","2025","Bandara, Isitha","Experimental validation and analysis of the performance of DECT NR+ radio access technology","","","","","https://oulurepo.oulu.fi/handle/10024/57076","","2025-06-16","2026-07-08 13:29:04","2026-07-08 13:29:04","2026-07-08 13:29:04","","","","","","","","","","","","I. Bandara","","eng","","","","","","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/CG6HD3R4/Bandara - 2025 - Experimental validation and analysis of the performance of DECT NR+ radio access technology.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BY8HWV9J","journalArticle","2025","Ngo, Quang","IoT device authentication in 5G networks","","","","","https://aaltodoc.aalto.fi/handle/123456789/142852","The rapid expansion of the Internet of Things and Industrial IoT has accelerated the adoption of distributed sensing, automation, and data-driven decision-making across critical sectors such as manufacturing, energy, healthcare, and logistics. IoT devices typically possess limited computational resources, heterogeneous hardware architectures, and diverse communication protocols, making secure and scalable integration into modern communication infrastructures a persistent challenge. Although 5G provides high reliability, ultra-low latency, and massive connectivity---factors which makes it a promising foundation for IoT systems---current integration approaches often rely on complex architectures, proprietary gateways, and heavyweight security frameworks that limit their practicality in resource-constrained and industrial environments. To address these limitations, this thesis presents a lightweight and interoperable IoT-to-5G integration framework featuring a minimal User Equipment and gNB gateway stack implemented in C. The system can operate directly on embedded IoT devices such as Raspberry Pi and non-cellular IIoT platforms like DECT-2020 NR, e.g. Nordic Semiconductor nRF91 family. Moreover, the UE and gNB gateways are designed to connect seamlessly with the private 5G Core Networks for device authentication, enabling secure, scalable, and standards-compliant integration across heterogeneous IoT environments. Experimental validation demonstrates that the designed UE and gNB gateway interoperate seamlessly with both commercial and open-source 5G systems, including Cumucore, OpenAirInterface, and free5GC. Unlike traditional IoT gateways that locally handle protocol translation and security overhead, the proposed design offloads authentication, session management, and traffic control directly to the 5GC, thereby reducing the computational burden on edge IoT and IIoT devices while ensuring full compliance with 3GPP standards.","2025-12-15","2026-07-08 13:32:34","2026-07-08 13:32:34","2026-07-08 13:32:34","","","","","","","","","","","","","","en","","","","","aaltodoc.aalto.fi","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/5VN7G2ES/Ngo - 2025 - IoT device authentication in 5G networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF7JTVM6","conferencePaper","2026","Alam, Mirza; Pirskanen, Juho; Salokannel, Juha","DL Routing Performance in DECT-2020 NR Massive Mesh Networks","2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit)","","2575-4912","10.1109/EuCNC/6GSummit68295.2026.11577505","https://ieeexplore.ieee.org/document/11577505/","DECT-2020 NR, a global radio communication standard developed by ETSI, is designed to support industrial Internet of Things (IoT) applications. It complies with the requirements set by the ITU IMT-2020 framework. This study presents comprehensive simulations to evaluate downlink (DL) packet-forwarding performance in dense mesh networks using the DECT-2020 NR standard. Several studies address uplink performance; consequently, this specific downlink-focused research question has received limited attention in prior academic work. The study focuses on two routing mechanisms specified in the standard: Selective Flooding and Selective Source Routing, evaluated in a \mathbf1, 2 0 0-node, \mathbf1 0-hop, large-scale deep mesh network. The simulation results indicate that the downlink (DL) capacity for Selective Flooding-where no routing information is required-is approximately 6 packets per second. For Selective Source Routing, the downlink (DL) throughput increases with the number of deterministic routing hops, reaching close to \mathbf1 4 5 packets per second when the system uses only a single 1.728 MHz channel. Both capacities are achieved while keeping the packet outage rate below 1% to comply with the IMT-2020 requirements.","2026-06","2026-07-09 09:06:06","2026-07-09 09:06:06","2026-07-09 09:06:06","1224-1230","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2575-4912","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/U2DB8MAN/Alam et al. - 2026 - DL Routing Performance in DECT-2020 NR Massive Mesh Networks.pdf","","","Downlink; Delays; Internet of Things; DECT-2020 NR; ITU; IoT; Routing; ETSI; Printing; Technology; Mesh networks; Floods; massive mesh networks; selective flooding; selective source routing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit)","","","","","","","","","","","","","","",""
"EB3X5T3T","conferencePaper","2025","Führling, Niclas; Sandoval, Ivan Alexander Morales; de Abreu, Giuseppe Thadeu Freitas","A Robust Routing Protocol for 5G Mesh Networks","2025 IEEE 26th International Workshop on Signal Processing and Artificial Intelligence for Wireless Communications (SPAWC)","","1948-3252","10.1109/SPAWC66079.2025.11143415","https://ieeexplore.ieee.org/document/11143415/","We consider a novel routing protocol suitable for ad-hoc networks with dynamically changing topologies, such as DECT 2020 NR (NR+) systems, which often lead to missing links between the nodes and thus, incomplete or inefficient routes. A key point of the proposed protocol is the combination of network discovery and matrix completion techniques, which allow the nodes to establish communication paths efficiently and reliably. Additionally, multihop localization is performed to estimate the location of the nodes without needing to broadcast each node's geographical position, thus preserving privacy during the routing process and enabling nodes in the network to independently find potentially missing paths in a decentralized manner instead of flooding the whole network. Simulation results illustrate the good performance of the proposed technique in terms of the average number of hops of the obtained routes in different scenarios, with different network densities and amounts of incompleteness.","2025-07","2026-07-09 09:07:33","2026-07-09 09:07:33","2026-07-09 09:07:33","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1948-3252","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/NVR7UGM3/Führling et al. - 2025 - A Robust Routing Protocol for 5G Mesh Networks.pdf","","","Reliability; Wireless communication; DECT-2020 NR; Routing; Routing protocols; Simulation; Mesh networks; Spread spectrum communication; Network topology; Location awareness; Matrix Completion; Multihop Localization; Network Routing; Privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 26th International Workshop on Signal Processing and Artificial Intelligence for Wireless Communications (SPAWC)","","","","","","","","","","","","","","",""
"BRZ9K58R","conferencePaper","2026","Graf, Fabian; Villnow, Michael; Watteyne, Thomas","A Pareto Optimality Approach for Link Adaptation in DECT NR+","2026 IEEE Wireless Communications and Networking Conference (WCNC)","","1558-2612","10.1109/WCNC65185.2026.11555760","https://ieeexplore.ieee.org/document/11555760/","DECT NR+ is a novel wireless IoT standard operating in the 1.9 GHz band, a band originally reserved for Digital Enhanced Cordless Telecommunications (DECT). This technology is also announced as the first non-cellular 5 G standard and theoretically offers wide flexibility in its application, ranging from Wireless Personal Area Network (WPAN) to Wide Area Network (WAN) scenarios. While this versatility is enabled by a wide range of configurable parameters, the practical application range is determined by the vendor's specific implementation. In this article, we investigate the impact of adjusting Modulation and Coding Scheme (MCS), transmit power and packet length. We formulate objective functions for data rate, energy consumption, and Packet Delivery Ratio (PDR), and analyze their dependence on the aforementioned parameters. To model specific relationships, we conduct practical experiments in two real-world testbeds using hardware from the Nordic nRF91 series. Finally, we present an approach for parameter selection based on the principle of Pareto optimality.","2026-04","2026-07-09 09:09:34","2026-07-09 09:09:34","2026-07-09 09:09:34","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1558-2612","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/BVPMF7SZ/Graf et al. - 2026 - A Pareto Optimality Approach for Link Adaptation in DECT NR+.pdf","","","Standards; Internet of Things; Symbols; Optimization; Printing; Distance measurement; Joining processes; Equations; Current; Modulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 IEEE Wireless Communications and Networking Conference (WCNC)","","","","","","","","","","","","","","",""
